ID,Método,Nome do Método (from Método),Passos,Nome do Passo,Descrição,Resultado
298,M020,Crowdmapping Intermediado por OSCs,Passo 15,Validação por amostras e verificação adicional,"Valide por amostras os pontos e rotas mais críticos. Esta etapa existe para reduzir risco antes de virar recomendação.

Selecione amostra por risco: itens com gravidade alta, repetição e concentração territorial. Valide por inspeção, evidência documental ou cruzamento com bases oficiais e dados geoespaciais. A validação não precisa cobrir tudo; precisa reduzir risco no que será priorizado.",Amostra validada e grau de confiança registrado por achado crítico.
299,M020,Crowdmapping Intermediado por OSCs,Passo 16,Análise espacial e priorização,"Com a base curada, produza achados que respondam à hipótese. Esta etapa existe para transformar mapa em evidência verificável e útil para priorização.

Faça análises simples e auditáveis:
• hotspots (áreas de concentração)
• rotas críticas (trechos com muitas marcações de alto risco)
• padrões por categoria e gravidade
• padrões por período

Depois, gere lista priorizada de pontos e rotas e justifique cada prioridade com contagens e filtros.","Lista priorizada e síntese espacial com padrões por categoria, território e gravidade."
300,M020,Crowdmapping Intermediado por OSCs,Passo 17,Triangulação e conversão em recomendações,"Converta achados em recomendações e em pedidos de evidência. Esta etapa existe para manter autonomia: o mapa orienta, mas não substitui verificação.

Para cada prioridade, produza três itens:
1) hipótese verificável
2) evidência adicional a solicitar ou checar
3) recomendação transformativa com mecanismo de mudança e responsável

Nota de Atenção: evite recomendação baseada só em narrativa. Use a triangulação como regra, não como opção.",Pacote de recomendações e pedidos de evidência estruturado por prioridade.
301,M020,Crowdmapping Intermediado por OSCs,Passo 18,"Entrega, custódia e proteção de autonomia","Formalize a entrega final da OSC para a auditoria e feche o ciclo. Esta etapa existe para evitar dependência e garantir que a auditoria mantenha autonomia analítica.

Entrega obrigatória da OSC:
• base exportável (CSV e GeoJSON)
• dicionário de campos e taxonomia usada (versão)
• log de curadoria
• relatório do ciclo (o que funcionou, falhas e incidentes)

Amarra prática: se a OSC operar a plataforma, a auditoria deve receber dados em formato reutilizável e manter cópia local, como condição do acordo.","Pacote final entregue com base exportável, versão de taxonomia, logs e relatório do ciclo, garantindo independência e reprodutibilidade."
302,M021,Auditoria Cidadã,Passo 1,Enquadramento do problema e objetivo do ciclo,"O processo de Auditoria Participativa Cidadã começa pela definição do problema e do objetivo do ciclo.

 Essa etapa existe para evitar um processo participativo que gera debate, mas não gera evidência útil para recomendações.

Defina, em uma página:
• qual serviço, obra ou programa será auditado;
• qual decisão será subsidiada;
• quais perguntas o ciclo precisa responder;
• quais limites existem de escopo, território e tempo.

Em seguida, transforme o objetivo em uma hipótese verificável, com sinais observáveis, para orientar a coleta e a visita de campo.

Dica do toolkit: 

Para a priorização do objeto, você pode utilizar de outros métodos deste Toolkit, como o Júri Cidadão. ","Objetivo do ciclo, hipótese verificável, perguntas de avaliação e limites de escopo registrados."
321,M021,Auditoria Cidadã,Passo 2,Reunião consultiva e acordo inicial com a gestão local,"Para iniciar o método, realize uma reunião consultiva curta com a gestão do órgão responsável pelo serviço. 

Essa etapa existe para garantir acesso, agenda, logística e disponibilidade de informações para verificação.

Defina local, participantes, tempo e pauta. 

Solicite que a área técnica apresente o que está em execução e o que está previsto no território. 

Registre, por escrito, o compromisso de cooperação mínima durante o ciclo, incluindo acesso a documentos, apoio em visita de campo e participação na reunião de interface.","Agenda validada, compromisso de cooperação mínima registrado e ponto focal definido."
322,M021,Auditoria Cidadã,Passo 3,Seleção de representantes comunitários,"Selecione representantes comunitários com critérios objetivos. Essa etapa existe para reduzir viés de participação e garantir que o grupo seja percebido como legítimo no território.

Defina critérios mínimos de elegibilidade e registre a lista final. Garanta diversidade territorial e de perfil de uso do serviço. Se houver grupos com barreiras históricas, planeje apoios para participação.",Representantes comunitários selecionados com critérios registrados e lista final consolidada.
323,M021,Auditoria Cidadã,Passo 4,Capacitação cidadã em auditoria e regras do jogo,"Antes de qualquer coleta, faça uma capacitação para que cidadãos e cidadãs atuem como auditores no ciclo. O tempo de capacitação deve ser correspondente à complexidade do objeto auditado. 

Essa etapa existe para evitar relato opinativo e para ensinar como evidência é produzida e registrada.

Capacitação mínima, em linguagem simples, com exemplos:
• o que é evidência aceitável: documento, observação de campo, medição simples, testemunho registrado;
• diferença entre fato e opinião e como escrever achado em uma frase objetiva;
• o que é critério, indicador e padrão esperado;
• como preencher formulário, anexar evidência e registrar lacuna documental;
• o que não fazer: acusar pessoas, coletar dados pessoais, divulgar conteúdo antes do produto final.

Ao final, faça uma simulação de 15 minutos: preencher um exemplo de matriz e um scorecard com base em um caso fictício.","Grupo treinado no padrão de auditoria do ciclo, com simulação concluída e entendimento mínimo validado."
324,M021,Auditoria Cidadã,Passo 5,"Facilitador, papéis e protocolo de registro","Nomeie um facilitador e defina papéis do ciclo. 

Essa etapa existe para manter neutralidade, garantir participação equilibrada e evitar que a dinâmica vire disputa.

Defina regras simples: tempo de fala, foco em evidência, respeito, registro de decisões e regra de rastreabilidade. 
Estabeleça que todo achado precisa apontar a fonte: documento, campo ou testemunho registrado. 

Defina também quem registra, quem consolida e quem guarda os arquivos e versões.","Facilitador definido, papéis distribuídos e protocolo de registro e rastreabilidade estabelecido."
325,M021,Auditoria Cidadã,Passo 6,Seleção do escopo e priorização com aprovação do grupo,"Selecione o escopo do ciclo com priorização e aprovação explícita. Essa etapa existe para evitar tentar avaliar tudo e não concluir nada.

Peça ao grupo que liste de três a quatro serviços, entregas ou pontos críticos com mais problemas. 

Depois, priorize um ou dois itens para auditar. 
Registre a decisão e o motivo. 
A aprovação precisa ser formal, com regra de quórum definida para não haver questionamento depois.","Escopo priorizado aprovado e registrado, com justificativa e itens excluídos documentados."
326,M021,Auditoria Cidadã,Passo 7,"Indicadores, critérios e padrão esperado","Defina indicadores simples, comparáveis e observáveis. 

Essa etapa existe para permitir pontuação e interpretação consistente entre grupos e entre visitas.

Para cada indicador, registre três fatores: 
- o que deveria acontecer; 
- como será verificado;
- qual evidência será aceita. 

Transforme expectativas em critérios concretos como prazos, padrões de qualidade, presença de sinalização, disponibilidade de insumos ou atendimento mínimo.","Lista de indicadores definida, com critérios de verificação e evidências esperadas por indicador."
327,M021,Auditoria Cidadã,Passo 8,Matriz de rastreio de insumos e obrigações do serviço,"Crie uma matriz de rastreio para comparar o previsto com o observado. 

Essa etapa existe para evitar discussão baseada apenas em opinião.

Use colunas fixas: indicador, padrão esperado, observado no campo, evidência, observações e lacunas.

Preencha a parte do esperado antes da visita, usando orçamento, cronograma, padrões técnicos, planos e registros disponíveis.","Matriz de rastreio pronta, com parâmetros esperados preenchidos e estrutura de evidência definida."
328,M021,Auditoria Cidadã,Passo 9,Equipe  e regras de campo,"Forme a equipe do ciclo e distribua tarefas. Essa etapa existe para controlar tarefas, evitar duplicidade e garantir cobertura de evidências

Forme dois grupos: usuários do serviço e prestadores do serviço, cada um com líder. 

Defina quem fará coleta documental, quem fará registro de campo, quem conduzirá entrevistas e quem consolidará dados. 

Defina regras de campo: não coletar dados pessoais, não fotografar pessoas, não discutir culpa no local, registrar incidentes e encerrar visita em caso de risco.","Equipe formada com papéis definidos, líderes nomeados e regras de campo aprovadas."
329,M021,Auditoria Cidadã,Passo 10,"Confidencialidade, governança e cadeia de custódia","Formalize regras de confidencialidade, uso de informação e cadeia de custódia. 

Essa etapa existe para proteger o processo, evitar vazamentos e manter qualidade técnica.

Defina onde os arquivos ficarão, quem terá acesso, como será feito controle de versões e como incidentes serão tratados.

Registre que nenhuma informação será divulgada antes do produto final e que evidência deve ser armazenada com data e identificação do ciclo.","Termo de confidencialidade e governança aprovado, com regras de acesso, armazenamento e versionamento definidas."
